Probe_ID,logFC,t,adj.P.Val,CHR,MAPINFO,gene,feature,cgi,feat.cgi
cg07513657,0.09683672,4.09147525,0.02004334,16,86353539,,IGR,opensea,IGR-opensea
cg13542090,0.006329643,4.091343729,0.02004334,17,33787451,,IGR,island,IGR-island
cg03735847,-0.001017931,-4.091326456,0.02004334,1,860925,SAMD11,TSS200,island,TSS200-island
cg02987705,-0.006795671,-4.091212308,0.02004334,4,111119876,ELOVL6,TSS200,island,TSS200-island
cg00819078,0.047707914,4.090915893,0.020054222,5,16615081,FAM134B,Body,shore,Body-shore
cg08370347,0.001432367,-4.090541191,0.020070874,5,171571793,STK10,Body,opensea,Body-opensea
cg01148193,-0.006498166,-4.089619269,0.020127878,2,135675773,CCNT2,TSS1500,island,TSS1500-island
cg00755950,0.013320256,4.089035359,0.020150723,2,69910490,,IGR,opensea,IGR-opensea
cg12495954,-0.011511008,-4.088909741,0.020150723,16,53738234,FTO,Body,island,Body-island
cg17648537,-0.003508679,-4.088756269,0.020150723,2,86333281,PTCD3,TSS200,island,TSS200-island
cg17529386,-0.0937485,-4.088717609,0.020150723,6,170452270,,IGR,island,IGR-island
cg03207310,-0.007663962,-4.087829957,0.020205427,3,195622281,TNK2,1stExon,island,1stExon-island
cg23279538,0.024900378,4.087616045,0.020210323,1,52608614,ZFYVE9,5'UTR,shore,5'UTR-shore
cg01232907,-0.011857461,-4.087305623,0.020212509,22,50330014,,IGR,island,IGR-island
cg19437285,0.008970184,4.087291161,0.020212509,5,148650972,AFAP1L1,TSS1500,island,TSS1500-island
cg04251886,-0.001187946,-4.087129567,0.020213548,14,51414420,,IGR,shelf,IGR-shelf
cg08905399,0.030661513,4.086711486,0.020233598,10,35347479,CUL2,Body,opensea,Body-opensea
cg10375456,-0.011966181,-4.086305744,0.020252757,19,10380576,ICAM1,TSS1500,island,TSS1500-island
cg17489908,0.040503869,4.086130433,0.020254832,10,8101566,GATA3,Body,shore,Body-shore
cg24251135,-0.021826849,-4.08587932,0.020256328,4,144109657,USP38,Body,shelf,Body-shelf
cg18298920,0.036940451,4.085815793,0.020256328,5,3607033,,IGR,island,IGR-island
cg17836177,-0.032408257,-4.085161984,0.020283892,8,22735111,PEBP4,Body,opensea,Body-opensea
cg05954567,0.033491932,4.085150407,0.020283892,6,28827930,,IGR,shelf,IGR-shelf
cg01500844,0.009005753,4.084968523,0.020286485,19,11530060,RGL3,TSS200,shore,TSS200-shore
cg20871826,0.024951755,4.084718185,0.020289466,17,3790402,CAMKK1,5'UTR,shore,5'UTR-shore
cg04165859,0.010705419,4.084604352,0.020289466,14,104862559,,IGR,opensea,IGR-opensea
cg10512427,0.000124215,-4.084487942,0.020289466,16,89183643,ACSF3,Body,shelf,Body-shelf
cg03799713,-0.025032558,-4.084145181,0.020297751,7,54764119,,IGR,shore,IGR-shore
cg14546714,-0.00060236,-4.084083184,0.020297751,17,73179300,SUMO2,TSS1500,shore,TSS1500-shore
cg02997316,0.001094364,4.083648682,0.020319169,1,156093624,LMNA,Body,opensea,Body-opensea
cg10328047,-0.000943647,-4.083292719,0.020334764,8,145024774,PLEC1,Body,island,Body-island
cg16570455,-0.040524796,-4.082924254,0.020337157,2,75147288,,IGR,island,IGR-island
cg26135573,0.033932079,4.082838569,0.020337157,5,179059668,,IGR,island,IGR-island
cg08584665,-0.008508604,-4.082821652,0.020337157,7,23471813,IGF2BP3,Body,opensea,Body-opensea
cg19842134,0.015713271,4.082566506,0.020345274,12,54070591,ATP5G2,TSS1500,shore,TSS1500-shore
cg16090330,0.035848847,4.081987671,0.020353358,5,66935090,,IGR,opensea,IGR-opensea
cg19535609,0.016914898,4.081971933,0.020353358,12,122687758,LRRC43,Body,shore,Body-shore
cg18634758,0.007255452,4.081970859,0.020353358,5,1552688,,IGR,shore,IGR-shore
cg25940847,-0.007396515,-4.081733838,0.020353358,6,10412479,TFAP2A,Body,island,Body-island
cg20645912,0.020586262,4.081699996,0.020353358,6,32729274,HLA-DQB2,Body,shore,Body-shore
cg19423175,-0.015696352,-4.08151765,0.020353358,19,4094324,MAP2K2,Body,shelf,Body-shelf
cg07979401,-0.026552439,-4.081436942,0.020353358,6,33739406,LEMD2,3'UTR,island,3'UTR-island
cg26330133,-0.013783548,-4.081085649,0.02035521,20,35089838,DLGAP4,TSS1500,island,TSS1500-island
cg02478956,0.002053939,-4.081076181,0.02035521,15,22833681,TUBGCP5,Body,island,Body-island
cg02562740,0.000526667,4.080975605,0.02035521,2,228582797,SLC19A3,TSS200,island,TSS200-island
cg21568081,-0.005664937,-4.080640369,0.020369364,12,32113101,C12orf35,5'UTR,shore,5'UTR-shore
cg11789595,-0.008500119,-4.079959716,0.020409319,20,33872629,EIF6,TSS200,island,TSS200-island
cg16326932,0.007840315,4.07943911,0.020429811,14,104600043,,IGR,shore,IGR-shore
cg16984485,0.011815317,4.079327146,0.020429811,3,3218116,CRBN,Body,shelf,Body-shelf
cg04747445,-0.011036122,-4.07921273,0.020429811,3,107241417,BBX,TSS1500,shore,TSS1500-shore
cg03687734,-0.008142538,-4.079105089,0.020429811,8,144100300,LY6E,5'UTR,island,5'UTR-island
cg12098228,0.030518689,4.07889426,0.020434679,7,2106321,MAD1L1,Body,shore,Body-shore
cg03271150,0.01132616,4.07875021,0.020434679,19,46387760,IRF2BP1,1stExon,island,1stExon-island
cg08171667,0.000349537,-4.077396677,0.020525259,15,75626090,,IGR,shelf,IGR-shelf
cg05846476,0.056764113,4.076791696,0.020554229,6,80655418,ELOVL4,Body,shore,Body-shore
cg03352106,-0.02374171,-4.076594961,0.020554229,12,21926476,KCNJ8,Body,opensea,Body-opensea
cg03791450,0.001170902,4.076447133,0.020554229,16,4378161,,IGR,island,IGR-island
cg00290974,0.024709711,4.076432647,0.020554229,11,10316461,SBF2,TSS1500,island,TSS1500-island
cg19603847,-0.009894743,-4.075933226,0.020572619,7,42276981,GLI3,TSS1500,island,TSS1500-island
cg26148714,-0.0052725,-4.075899339,0.020572619,4,52904575,SGCB,TSS200,island,TSS200-island
cg21806109,-0.003663462,-4.075666685,0.020572981,9,82187997,TLE4,Body,island,Body-island
cg26911243,-0.005035399,-4.075605998,0.020572981,5,96401915,,IGR,opensea,IGR-opensea
cg09537620,0.013370237,4.074973798,0.020605506,11,31826574,PAX6,Body,island,Body-island
cg16196087,-0.020012528,-4.074885837,0.020605506,6,146135442,FBXO30,5'UTR,island,5'UTR-island
cg16794070,0.032261814,4.074720154,0.020607138,16,67695265,PARD6A,Body,island,Body-island
cg13077316,-0.031260023,-4.07444693,0.020613113,21,47845737,PCNT,Body,island,Body-island
cg02978140,0.057356705,4.074231525,0.020613113,1,23880736,,IGR,shore,IGR-shore
cg16411883,0.026699415,4.074209247,0.020613113,5,106878353,EFNA5,Body,opensea,Body-opensea
cg17685982,0.006175931,4.073572469,0.020650311,7,2294754,SNX8,Body,shore,Body-shore
cg25215340,-0.006367803,-4.073168416,0.020669981,11,2907127,CDKN1C,TSS200,shore,TSS200-shore
cg10676125,-0.004691214,-4.072841408,0.020683846,19,31040141,ZNF536,Body,opensea,Body-opensea
cg15032604,-0.008397185,-4.072154231,0.020724997,6,3453072,SLC22A23,Body,shelf,Body-shelf
cg05992368,0.012735738,4.071599489,0.020756179,17,1572755,PRPF8,Body,opensea,Body-opensea
cg01183821,-0.010938738,-4.071190669,0.020776325,12,46123850,ARID2,Body,island,Body-island
cg02417576,-0.002573807,-4.07096363,0.020782682,21,46846389,NCRNA00175,TSS1500,shore,TSS1500-shore
cg13850019,0.023061867,4.070664699,0.020794509,1,2245895,,IGR,island,IGR-island
cg04638679,0.014859919,4.070469668,0.020798448,13,50202713,ARL11,5'UTR,opensea,5'UTR-opensea
cg13009365,-0.00384108,-4.070234358,0.020805456,22,24093455,ZNF70,TSS200,island,TSS200-island
cg16405308,-0.005808112,-4.069957371,0.020815641,15,93723250,,IGR,opensea,IGR-opensea
cg20854286,-0.009722831,-4.06969383,0.020824813,2,240019466,HDAC4,Body,opensea,Body-opensea
cg25473438,0.013135992,4.069519516,0.020827201,6,41169049,TREML2,TSS200,opensea,TSS200-opensea
cg04544485,-0.005468089,-4.069266927,0.020829531,10,102921796,,IGR,opensea,IGR-opensea
cg03492094,0.022754086,4.06920326,0.020829531,9,91994786,SEMA4D,Body,shore,Body-shore
cg15168816,0.010462313,4.069042846,0.020830878,6,17282533,RBM24,TSS1500,shore,TSS1500-shore
cg19986126,-0.001185424,-4.068734114,0.020841685,20,60529384,MIR1257,TSS1500,opensea,TSS1500-opensea
cg01899620,-0.018479643,-4.068356396,0.020841685,13,113689422,MCF2L,Body,shore,Body-shore
cg09076339,0.043282759,4.06808211,0.020841685,1,226830923,ITPKB,Body,shore,Body-shore
cg24399405,-0.00083608,-4.068070308,0.020841685,16,189577,C16orf35,TSS1500,shore,TSS1500-shore
cg04449249,-0.003063156,-4.068055357,0.020841685,2,101616255,,IGR,shore,IGR-shore
cg18854392,-0.00787651,-4.06804607,0.020841685,3,167191873,SERPINI2,TSS200,opensea,TSS200-opensea
cg15903955,-0.021843094,-4.067544481,0.020869067,8,67813257,C8orf45,Body,opensea,Body-opensea
cg01462607,0.026137195,4.067326484,0.020874849,19,52206446,NCRNA00085,Body,island,Body-island
cg11024165,0.007018521,4.06703665,0.020878247,7,94957055,,IGR,shelf,IGR-shelf
cg19726253,-0.011767311,-4.066997816,0.020878247,12,10749762,KLRA1,Body,opensea,Body-opensea
cg20869658,-0.016040287,-4.066391532,0.020913689,2,178481033,TTC30A,1stExon,shelf,1stExon-shelf
cg08886823,0.033038529,4.066133551,0.020915726,16,68270882,ESRP2,TSS1500,island,TSS1500-island
cg00219303,-0.017300349,-4.066081167,0.020915726,22,38146969,TRIOBP,Body,shelf,Body-shelf
cg10545644,-0.008997305,-4.065396045,0.020957275,17,40719582,MLX,Body,island,Body-island
cg23591609,0.003278755,4.064673037,0.021001813,12,70092840,BEST3,5'UTR,opensea,5'UTR-opensea
cg12799739,0.006901177,4.064429863,0.021009601,3,97595056,CRYBG3,TSS1500,opensea,TSS1500-opensea
cg24184350,-0.005721749,-4.063691015,0.021050606,6,11094094,LOC221710,TSS200,island,TSS200-island
cg22808633,0.00257346,4.063604794,0.021050606,19,15563870,RASAL3,Body,island,Body-island
cg25108743,-0.018988707,-4.063471363,0.021050606,14,53418316,FERMT2,TSS1500,island,TSS1500-island
cg17929065,-0.009535466,-4.063184695,0.021052759,2,192747379,,IGR,shore,IGR-shore
cg02183025,0.007185984,4.063077956,0.021052759,2,45159504,,IGR,shore,IGR-shore
cg17159473,-0.00548857,-4.062767919,0.021052759,7,126893890,GRM8,TSS1500,island,TSS1500-island
cg11691214,-0.031881573,-4.06266953,0.021052759,17,79876118,SIRT7,TSS200,island,TSS200-island
cg15687659,-0.002978681,-4.062615161,0.021052759,3,128445120,RAB7A,1stExon,island,1stExon-island
cg08838752,-0.005841275,-4.062596195,0.021052759,17,1659924,,IGR,shelf,IGR-shelf
cg23346237,-0.04962666,-4.062219417,0.021070891,22,46685655,TTC38,Body,island,Body-island
cg20917322,-0.007887877,-4.061273156,0.021132924,3,48475754,CCDC51,Body,opensea,Body-opensea
cg19397037,-0.010285369,-4.059943609,0.021215142,11,85430634,SYTL2,Body,opensea,Body-opensea
cg18821418,0.00827987,4.059927562,0.021215142,11,75046267,ARRB1,Body,opensea,Body-opensea
cg16368763,0.021827524,4.059299931,0.021252869,1,231296640,,IGR,island,IGR-island
cg25045113,-0.003669506,-4.058943822,0.02125978,17,8702099,MFSD6L,1stExon,shore,1stExon-shore
cg01794929,0.010007805,4.058867072,0.02125978,22,31500940,SELM,3'UTR,island,3'UTR-island
cg02707290,0.008411136,4.058666712,0.02125978,16,80952459,,IGR,opensea,IGR-opensea
cg12395205,0.019788064,4.05859567,0.02125978,18,12254469,CIDEA,Body,island,Body-island
cg15855691,0.009220322,4.058508228,0.02125978,8,1303248,,IGR,island,IGR-island
cg24050671,-0.004116254,-4.058110107,0.021279785,11,124823775,CCDC15,TSS1500,shore,TSS1500-shore
cg05951221,0.082139853,4.057857706,0.021288493,2,233284402,,IGR,island,IGR-island
cg25255854,-0.00472642,-4.057581307,0.021291091,4,185396298,IRF2,TSS1500,shore,TSS1500-shore
cg00747618,-0.00129205,-4.057433258,0.021291091,1,247612701,,IGR,shore,IGR-shore
cg19610905,-0.021310831,-4.05740391,0.021291091,11,61596333,FADS2,Body,island,Body-island
cg19572014,0.010618391,4.057238328,0.02129308,2,24232681,MFSD2B,TSS1500,island,TSS1500-island
cg25151274,-0.003262002,-4.056268529,0.021357629,3,197807975,LOC348840,TSS1500,island,TSS1500-island
cg20539986,0.018341368,4.055828808,0.021372604,17,73108467,ARMC7,Body,shore,Body-shore
cg19726916,-0.00436193,-4.05579669,0.021372604,19,17420182,DDA1,TSS200,shore,TSS200-shore
cg19452853,-0.0079836,-4.055261405,0.021402354,22,24552846,CABIN1,Body,shore,Body-shore
cg09043403,0.016410598,4.055135854,0.021402354,6,161648811,AGPAT4,Body,opensea,Body-opensea
cg08729686,0.04029546,4.054745289,0.021421948,15,99194624,IGF1R,Body,shore,Body-shore
cg16884760,0.010064875,4.054535827,0.021427411,8,146233033,,IGR,opensea,IGR-opensea
cg08587737,-0.001463942,-4.053852971,0.021469904,17,77388152,HRNBP3,5'UTR,opensea,5'UTR-opensea
cg01277438,0.041969083,4.05341385,0.021483204,18,77158471,NFATC1,Body,island,Body-island
cg22984894,0.017844648,4.053404337,0.021483204,10,4163631,,IGR,opensea,IGR-opensea
cg08097157,-0.00508519,-4.05144105,0.021617676,6,31080048,C6orf15,Body,opensea,Body-opensea
cg24291203,-0.006318208,-4.051295252,0.021617676,8,100025000,VPS13B,TSS1500,shore,TSS1500-shore
cg11161150,-0.00797583,-4.051274717,0.021617676,5,98119892,RGMB,Body,opensea,Body-opensea
cg20239647,-0.000392156,-4.050964536,0.021631157,4,183843011,,IGR,shelf,IGR-shelf
cg07134045,0.013606015,4.050532743,0.021644531,9,130690198,PIP5KL1,Body,island,Body-island
cg16533838,0.030031704,4.050516894,0.021644531,11,46256065,,IGR,shelf,IGR-shelf
cg08357947,0.007529059,4.050121984,0.02165822,3,8000942,,IGR,opensea,IGR-opensea
cg24179445,0.068331987,4.049928771,0.02165822,10,102496915,,IGR,shore,IGR-shore
cg21860045,-8.45E-05,-4.049926815,0.02165822,2,153456688,FMNL2,Body,opensea,Body-opensea
cg07802362,-0.018890633,-4.049476729,0.021660748,1,172313798,DNM3,Body,opensea,Body-opensea
cg15161691,-0.041046,-4.049443547,0.021660748,11,134257429,B3GAT1,Body,island,Body-island
cg17096807,-0.018870267,-4.049367513,0.021660748,12,6667374,NOP2,Body,shelf,Body-shelf
cg22868272,-0.003501157,-4.049253407,0.021660748,8,65936215,,IGR,opensea,IGR-opensea
cg14825384,-0.007126402,-4.049201859,0.021660748,10,115438916,CASP7,TSS1500,shore,TSS1500-shore
cg24064360,0.005278954,4.048458344,0.021708551,17,55042514,,IGR,shelf,IGR-shelf
cg07229212,0.042768353,4.048144291,0.021720956,8,11056726,XKR6,Body,shore,Body-shore
cg04247717,-0.067614683,-4.048024918,0.021720956,2,131797702,ARHGEF4,Body,island,Body-island
cg11478100,-0.01784471,-4.047825816,0.021721506,13,103053409,FGF14,Body,shore,Body-shore
cg20096775,0.009199599,4.047741634,0.021721506,14,76425468,TGFB3,3'UTR,opensea,3'UTR-opensea
cg17732216,0.031235902,4.047059589,0.021764585,6,167178280,RPS6KA2,Body,opensea,Body-opensea
cg11027707,-0.020001842,-4.046719376,0.021780618,3,49967669,MON1A,TSS1500,shore,TSS1500-shore
cg01447281,0.050308977,4.045782432,0.021844083,1,8482689,RERE,5'UTR,shore,5'UTR-shore
cg10682332,-0.00322089,-4.044772995,0.021901218,3,12581765,,IGR,opensea,IGR-opensea
cg21417630,0.011918865,4.044567743,0.021901218,19,41133229,LTBP4,Body,island,Body-island
cg02161292,0.050012017,4.044461581,0.021901218,5,140821687,PCDHGA4,Body,island,Body-island
cg21507299,-0.006204338,-4.044455128,0.021901218,5,170901465,,IGR,opensea,IGR-opensea
cg25492097,0.000856185,4.044376109,0.021901218,2,220495954,SLC4A3,Body,shelf,Body-shelf
cg11109374,-0.005913973,-4.044212517,0.021903292,7,79082186,MAGI2,Body,island,Body-island
cg25397718,-0.008006403,-4.043930332,0.02191483,9,140317786,EXD3,TSS200,island,TSS200-island
cg26666580,0.016052986,4.043740881,0.021918978,16,12183835,SNX29,Body,opensea,Body-opensea
cg06081482,-0.006356742,-4.043295864,0.021943536,11,108093084,ATM,TSS1500,shore,TSS1500-shore
cg07505725,-0.016173145,-4.04305219,0.021952032,20,20348687,INSM1,TSS200,island,TSS200-island
cg25038060,-0.011462774,-4.042749649,0.021965241,17,74497306,RHBDF2,5'UTR,island,5'UTR-island
cg08382737,-0.069664165,-4.042254723,0.021980457,19,49617001,LIN7B,TSS1500,shore,TSS1500-shore
cg01193403,-0.014852786,-4.042160029,0.021980457,4,7736302,SORCS2,Body,opensea,Body-opensea
cg26275360,-0.012529945,-4.042054063,0.021980457,8,52852168,,IGR,opensea,IGR-opensea
cg14453187,0.024725311,4.041800777,0.021980457,2,129492760,,IGR,shore,IGR-shore
cg27441048,-0.033969782,-4.041762049,0.021980457,7,72972316,BCL7B,TSS1500,shore,TSS1500-shore
cg04254066,-0.026098449,-4.041737111,0.021980457,19,53662620,ZNF347,TSS1500,shore,TSS1500-shore
cg00150245,0.014943389,4.04111701,0.022019146,16,19122704,,IGR,shelf,IGR-shelf
cg27309702,-0.020468239,-4.040727955,0.022038369,16,57792310,KIFC3,3'UTR,shelf,3'UTR-shelf
cg12807014,-0.017242054,-4.040603716,0.022038369,2,99347987,MGAT4A,TSS1500,island,TSS1500-island
cg03012642,0.000124099,-4.040396758,0.022044009,2,21346892,,IGR,opensea,IGR-opensea
cg07639520,0.011253207,4.040083023,0.022049337,12,116354949,,IGR,island,IGR-island
cg24058120,-0.005226055,-4.039508897,0.022049337,3,196756631,MFI2,5'UTR,island,5'UTR-island
cg21418118,-0.008200048,-4.039462707,0.022049337,8,87526593,CPNE3,TSS200,island,TSS200-island
cg05163325,-0.003141646,-4.039422426,0.022049337,6,158334118,SNX9,Body,opensea,Body-opensea
cg05210798,0.011623698,4.039384178,0.022049337,4,7105573,FLJ36777,TSS1500,opensea,TSS1500-opensea
cg07154956,-0.008470819,-4.03925518,0.022049337,17,21187834,MAP2K3,TSS200,island,TSS200-island
cg13433891,0.017985769,4.039210321,0.022049337,12,26264492,,IGR,shelf,IGR-shelf
cg20826576,0.049095303,4.039162147,0.022049337,1,170636223,PRRX1,Body,shelf,Body-shelf
cg22081371,0.011131654,4.038665243,0.022049337,1,177827903,,IGR,opensea,IGR-opensea
cg10708761,-0.037362824,-4.038386532,0.022049337,2,39892612,TMEM178,TSS1500,shore,TSS1500-shore
cg22749810,-0.004453864,-4.038100696,0.022049337,17,78237389,RNF213,5'UTR,shelf,5'UTR-shelf
cg22291365,-0.003451567,-4.038098337,0.022049337,15,74891439,,IGR,opensea,IGR-opensea
cg10375954,-0.042359727,-4.038097903,0.022049337,1,6419608,ACOT7,Body,opensea,Body-opensea
cg20120438,0.018282923,4.038010453,0.022049337,19,4305239,FSD1,Body,shore,Body-shore
cg20697630,-0.013408951,-4.037980365,0.022049337,1,20960374,PINK1,1stExon,island,1stExon-island
cg08022543,0.023385295,4.037964364,0.022049337,3,195929544,ZDHHC19,Body,opensea,Body-opensea
cg08491150,0.00524498,4.037852791,0.022049337,16,77226774,MON1B,Body,shore,Body-shore
cg12398921,-0.005637585,-4.03778155,0.022049337,4,156710094,GUCY1B3,Body,opensea,Body-opensea
cg16254746,0.026795442,4.037746487,0.022049337,6,30698843,FLOT1,Body,opensea,Body-opensea
cg23744638,-0.049901937,-4.037356029,0.022069803,11,10323902,,IGR,shore,IGR-shore
cg18691565,-0.019162139,-4.03721813,0.022070012,10,27531362,ACBD5,TSS1500,island,TSS1500-island
cg24559796,0.023352262,4.036814734,0.022081382,7,28223298,,IGR,shelf,IGR-shelf
cg24569427,-4.25E-06,-4.036792533,0.022081382,12,132329481,MMP17,Body,island,Body-island
cg14577406,0.009121094,4.036588018,0.022081382,9,14317154,,IGR,shore,IGR-shore
cg18800235,-0.02770684,-4.036535962,0.022081382,1,94486895,ABCA4,Body,opensea,Body-opensea
cg09547081,-0.00919861,-4.035194381,0.022177784,6,32941066,BRD2,Body,shore,Body-shore
cg07908654,0.015344232,4.034988349,0.022177784,13,41631052,,IGR,shelf,IGR-shelf
cg14085017,-0.013840198,-4.034837157,0.022177784,11,63775226,MACROD1,Body,shore,Body-shore
cg09699651,-0.015465248,-4.034798216,0.022177784,6,150184138,LRP11,Body,shore,Body-shore
cg27051433,-0.008835666,-4.03461269,0.022180826,1,16302665,ZBTB17,TSS200,island,TSS200-island
cg02774380,-0.009320093,-4.034491046,0.022180826,1,114447516,AP4B1,5'UTR,island,5'UTR-island
cg13625213,-0.004600925,-4.034293702,0.022183002,5,95915327,,IGR,opensea,IGR-opensea
cg26091688,-0.010460002,-4.034194887,0.022183002,16,3285403,ZNF200,5'UTR,island,5'UTR-island
cg18345115,0.026512839,4.034034195,0.022185114,19,10541478,PDE4A,TSS200,shore,TSS200-shore
cg15381098,-0.003800738,-4.033184847,0.022199991,15,83378639,AP3B2,TSS200,island,TSS200-island
cg12475590,-5.42E-05,-4.033117493,0.022199991,13,21288062,IL17D,Body,opensea,Body-opensea
cg14428310,0.022726457,4.033035155,0.022199991,11,87908722,RAB38,TSS200,shore,TSS200-shore
cg17636707,-0.003521523,-4.032866565,0.022199991,10,30970470,,IGR,opensea,IGR-opensea
cg10531026,-0.008160204,-4.0326875,0.022199991,17,49230641,NME1,TSS1500,shore,TSS1500-shore
cg16818505,-0.009828609,-4.032664733,0.022199991,12,62499674,FAM19A2,5'UTR,opensea,5'UTR-opensea
cg01159464,-0.008682177,-4.032599885,0.022199991,5,14144769,TRIO,Body,island,Body-island
cg17417787,-0.005888143,-4.032575051,0.022199991,12,112123558,ACAD10,TSS1500,island,TSS1500-island
cg18210511,-0.013424953,-4.032449193,0.022199991,8,144601781,ZC3H3,Body,island,Body-island
cg14086013,0.015118005,4.032447875,0.022199991,6,41604740,MDFI,TSS1500,island,TSS1500-island
cg06654118,-0.037290812,-4.032374412,0.022199991,4,1303317,MAEA,Body,shore,Body-shore
cg03196339,0.007333788,4.03197896,0.02221244,17,8230580,,IGR,island,IGR-island
cg09324669,0.030541353,4.031952693,0.02221244,1,234749105,,IGR,shelf,IGR-shelf
cg10249132,-0.005504508,-4.031541841,0.022232682,4,153458013,,IGR,shore,IGR-shore
cg25575520,-0.001180299,-4.031363427,0.022232682,5,56251215,,IGR,shelf,IGR-shelf
cg09632271,0.029794648,4.031301303,0.022232682,4,68441222,STAP1,Body,opensea,Body-opensea
cg19165640,0.012100017,4.031076679,0.022240048,1,21661813,ECE1,Body,opensea,Body-opensea
cg06445016,0.0483418,4.03087019,0.022245956,8,61835848,,IGR,island,IGR-island
cg21772489,-0.001237409,-4.030622073,0.022249322,1,22403690,CDC42,5'UTR,opensea,5'UTR-opensea
cg01350081,-0.010031182,-4.030561952,0.022249322,15,101592003,LRRK1,Body,shore,Body-shore
cg19694134,-0.007740441,-4.030052622,0.022261703,7,82388134,PCLO,Body,opensea,Body-opensea
cg17176894,0.055036044,4.030028969,0.022261703,1,90160031,LRRC8C,Body,opensea,Body-opensea
cg14458068,0.066740547,4.030009387,0.022261703,5,140772256,PCDHGA4,Body,shore,Body-shore
cg10493479,0.011733818,4.029768347,0.02227044,1,247835667,OR13G1,1stExon,opensea,1stExon-opensea
cg22034735,-0.061695508,-4.029380275,0.022291086,8,1321727,,IGR,shore,IGR-shore
cg27631599,0.035791471,4.029014072,0.022309983,1,1108820,TTLL10,TSS1500,shore,TSS1500-shore
cg23917399,0.035165992,4.028569395,0.022318967,5,118691751,TNFAIP8,Body,island,Body-island
cg05191454,-0.002775194,-4.028407647,0.022318967,6,42016435,CCND3,1stExon,island,1stExon-island
cg15429214,0.044850896,4.028389616,0.022318967,22,43166281,,IGR,island,IGR-island
cg19779799,0.011783981,4.028364592,0.022318967,3,13520961,HDAC11,TSS1500,island,TSS1500-island
cg06537005,-0.018240763,-4.028239589,0.022318967,16,758544,,IGR,shore,IGR-shore
cg11419403,-0.007921164,-4.027597634,0.022354761,5,1335846,CLPTM1L,Body,shore,Body-shore
cg09335713,0.014403594,4.027533276,0.022354761,22,42828418,NFAM1,TSS200,opensea,TSS200-opensea
cg05982973,-0.00729183,-4.027335225,0.022359726,1,208137178,,IGR,island,IGR-island
cg13084536,0.037640551,4.027110854,0.022359726,5,139076824,,IGR,island,IGR-island
cg12764532,-0.010344733,-4.027075004,0.022359726,13,112998887,,IGR,shore,IGR-shore
cg00092682,0.014102339,4.026532357,0.022380034,6,122727427,HSF2,Body,opensea,Body-opensea
cg26335281,-0.002552449,-4.026514009,0.022380034,5,137774884,REEP2,1stExon,opensea,1stExon-opensea
cg01850135,-0.038582228,-4.026281536,0.022380034,16,4516078,NMRAL1,Body,opensea,Body-opensea
cg25261547,-0.008709058,-4.02625171,0.022380034,19,49363369,PLEKHA4,Body,opensea,Body-opensea
cg12570756,-0.002261785,-4.026164303,0.022380034,11,809538,RPLP2,TSS1500,island,TSS1500-island
cg12514506,-0.003601254,-4.025816485,0.022389898,11,3121286,OSBPL5,Body,opensea,Body-opensea
cg14482902,-0.033774295,-4.025681953,0.022389898,17,36714803,SRCIN1,Body,island,Body-island
cg12967395,-0.006419578,-4.025647255,0.022389898,12,27676999,PPFIBP1,TSS200,opensea,TSS200-opensea
cg01759672,-0.000925904,-4.025208265,0.022414881,5,137593418,GFRA3,Body,island,Body-island
cg14914220,-0.020071298,-4.024809449,0.022436623,19,30897573,ZNF536,5'UTR,opensea,5'UTR-opensea
cg04217496,0.012051364,4.024432731,0.022456588,13,43119835,,IGR,opensea,IGR-opensea
cg14821401,0.015732924,4.023522284,0.022509637,19,12273649,ZNF136,TSS1500,shore,TSS1500-shore
cg13205578,-0.033536367,-4.023519431,0.022509637,10,52382136,SGMS1,5'UTR,shore,5'UTR-shore
cg09527886,0.036418447,4.023086624,0.022526133,7,2872954,GNA12,Body,opensea,Body-opensea
cg07262168,-0.002733074,-4.023038782,0.022526133,4,141865108,RNF150,Body,opensea,Body-opensea
cg03530967,-0.009642718,-4.022923232,0.022526133,2,187454299,ITGAV,TSS1500,shore,TSS1500-shore
cg01774111,-0.00374854,-4.022645984,0.022538064,1,213165579,ANGEL2,3'UTR,opensea,3'UTR-opensea
cg26992150,-0.004948823,-4.022322488,0.022553789,4,184917686,STOX2,Body,opensea,Body-opensea
cg11367580,-0.010403612,-4.021742055,0.022576737,12,110887602,ARPC3,Body,shore,Body-shore
cg01218053,-0.000892077,4.02166877,0.022576737,2,233940417,INPP5D,Body,opensea,Body-opensea
cg08444427,-0.031743293,-4.021635683,0.022576737,17,41987800,,IGR,shelf,IGR-shelf
cg19103838,-0.009384237,-4.02151769,0.022576737,6,29562688,,IGR,opensea,IGR-opensea
cg26746573,-0.006727712,-4.021227691,0.022589765,16,85176646,,IGR,opensea,IGR-opensea
cg25017584,-0.022353103,-4.020468987,0.022638715,8,144824658,,IGR,shore,IGR-shore
cg18921030,-0.002888547,-4.02031165,0.022638715,2,207678451,,IGR,opensea,IGR-opensea
cg06322064,-0.000381201,-4.02023837,0.022638715,13,49280411,CYSLTR2,TSS1500,opensea,TSS1500-opensea
cg04706404,-0.005613061,-4.020003825,0.022639358,1,61547859,NFIA,TSS200,shore,TSS200-shore
cg02133430,0.009852028,4.019856132,0.022639358,8,54573841,,IGR,shelf,IGR-shelf
