Probe_ID,logFC,t,adj.P.Val,CHR,MAPINFO,gene,feature,cgi,feat.cgi
cg15094636,-0.045154466,-4.731411449,0.000324639,3,125094397,ZNF148,TSS200,shore,TSS200-shore
cg21393051,-0.363216353,-4.731379105,0.000324639,1,209585310,,IGR,opensea,IGR-opensea
cg20354319,-0.160754725,-4.730859736,0.000325341,15,101791152,CHSY1,Body,island,Body-island
cg10521767,-0.215372027,-4.730396455,0.000325957,1,237116052,,IGR,opensea,IGR-opensea
cg20700813,0.19977435,4.729853971,0.000326699,17,48437672,XYLT2,3'UTR,opensea,3'UTR-opensea
cg07808555,0.444532678,4.729426724,0.000327261,1,111217712,KCNA3,TSS200,island,TSS200-island
cg25423280,-0.020535613,-4.727853739,0.000329628,15,44038414,PDIA3,TSS200,shore,TSS200-shore
cg25654301,0.052614665,4.726990422,0.000330885,17,73511699,TSEN54,TSS1500,island,TSS1500-island
cg19560052,-0.060570268,-4.726532648,0.000331503,20,60813453,OSBPL2,TSS200,island,TSS200-island
cg18630667,0.461249893,4.725853993,0.000332473,19,37096323,ZNF529,TSS200,island,TSS200-island
cg07478335,0.147221094,4.725448774,0.00033301,11,119044743,NLRX1,Body,opensea,Body-opensea
cg00392832,-0.025659332,-4.72530875,0.000333125,3,121553985,IQCB1,TSS200,island,TSS200-island
cg03034696,-0.31342849,-4.725056134,0.000333419,2,47400023,CALM2,Body,shelf,Body-shelf
cg16862063,-0.180727236,-4.724780621,0.000333736,4,72053759,SLC4A4,5'UTR,shore,5'UTR-shore
cg00318320,-0.183852717,-4.724721385,0.000333736,2,242498098,BOK,TSS200,island,TSS200-island
cg27072749,-0.10182487,-4.72426571,0.000334355,19,6464175,CRB3,TSS200,island,TSS200-island
cg10215032,-0.250200738,-4.721672847,0.000338419,2,1895407,MYT1L,Body,shore,Body-shore
cg27269962,0.226808923,4.720622846,0.000339943,7,127540997,SND1,Body,opensea,Body-opensea
cg14212447,-0.291655094,-4.720596657,0.000339943,2,226243703,,IGR,opensea,IGR-opensea
cg05118916,-0.244473331,-4.720110352,0.000340624,1,55505063,PCSK9,TSS200,island,TSS200-island
cg19176998,-0.055024383,-4.71953386,0.000341453,3,141206759,RASA2,Body,island,Body-island
cg04923845,-0.271679521,-4.719045367,0.00034214,10,114575681,VTI1A,3'UTR,opensea,3'UTR-opensea
cg12045676,-0.051310346,-4.717830283,0.000344021,19,18794818,CRTC1,Body,island,Body-island
cg15646795,-0.223958612,-4.717451483,0.000344533,7,107643692,LAMB1,1stExon,island,1stExon-island
cg14329059,-0.227773383,-4.717380161,0.000344538,11,58940964,DTX4,Body,island,Body-island
cg16157435,-0.221140772,-4.717142036,0.000344819,2,101435551,NPAS2,TSS1500,island,TSS1500-island
cg02478448,0.420294294,4.716416986,0.000345903,13,37006063,CCNA1,1stExon,island,1stExon-island
cg09032863,-0.037114614,-4.716307243,0.000345973,1,44412568,IPO13,5'UTR,island,5'UTR-island
cg26427436,-0.210432393,-4.715660002,0.000346932,18,30051327,FAM59A,TSS1500,island,TSS1500-island
cg10275183,-0.0340031,-4.713952925,0.000349659,2,55460043,C2orf63,TSS1500,opensea,TSS1500-opensea
cg20043466,-0.120292249,-4.71334391,0.000350564,20,21106097,PLK1S1,TSS1500,shore,TSS1500-shore
cg03665259,-0.270048536,-4.712905658,0.000351184,6,31021826,HCG22,TSS200,opensea,TSS200-opensea
cg02012483,-0.2851519,-4.712151381,0.000352337,6,30131570,TRIM15,1stExon,opensea,1stExon-opensea
cg18008880,-0.204295243,-4.711808565,0.0003528,18,10132097,,IGR,shore,IGR-shore
cg18204321,-0.184913501,-4.710653184,0.000354636,18,3453798,TGIF1,5'UTR,shore,5'UTR-shore
cg22728790,-0.023746061,-4.710041602,0.000355558,19,9945653,PIN1,TSS1500,island,TSS1500-island
cg14207921,0.33176893,4.707529832,0.000359729,14,20898785,KLHL33,Body,opensea,Body-opensea
cg19954613,-0.085527778,-4.707128351,0.000360302,22,22020219,PPIL2,TSS200,island,TSS200-island
cg12606409,-0.210686964,-4.706476359,0.000361249,2,27958270,,IGR,island,IGR-island
cg06599677,-0.2524547,-4.70644248,0.000361249,5,178322856,ZFP2,TSS200,island,TSS200-island
cg05490983,-0.219997392,-4.705838797,0.000362173,17,7164286,CLDN7,Body,island,Body-island
cg23665778,-0.206909647,-4.705220107,0.000363126,10,128593946,DOCK1,TSS200,island,TSS200-island
cg08446900,-0.188101552,-4.704789944,0.000363754,17,38501519,RARA,Body,island,Body-island
cg07197642,-0.175901843,-4.704586262,0.00036399,22,41763417,TEF,1stExon,opensea,1stExon-opensea
cg04792813,-0.332790123,-4.704388772,0.000364215,14,100070043,CCDC85C,1stExon,island,1stExon-island
cg07356011,-0.299798108,-4.704091273,0.000364615,1,23750579,TCEA3,Body,island,Body-island
cg04361926,-0.340745329,-4.703834656,0.000364943,16,89070185,,IGR,shore,IGR-shore
cg12662091,-0.177000079,-4.702936837,0.000366391,3,124931535,SLC12A8,5'UTR,island,5'UTR-island
cg21710324,-0.221553815,-4.702470619,0.000367013,1,226069189,TMEM63A,5'UTR,shore,5'UTR-shore
cg13993673,-0.167219796,-4.702445353,0.000367013,1,3447740,MEGF6,Body,island,Body-island
cg25832771,0.403757412,4.700874948,0.000369651,8,72756058,MSC,1stExon,island,1stExon-island
cg14377973,0.09267855,4.700741622,0.000369767,7,1150305,C7orf50,Body,island,Body-island
cg20442536,0.231207398,4.700555178,0.000369862,3,111312037,CD96,Body,opensea,Body-opensea
cg09908879,-0.214061641,-4.700552508,0.000369862,19,291244,PPAP2C,Body,island,Body-island
cg08845439,-0.101717416,-4.700210497,0.000370346,1,151512945,TUFT1,Body,island,Body-island
cg25947619,0.46419086,4.699938242,0.000370707,15,86233220,AKAP13,Body,opensea,Body-opensea
cg02498311,-0.312874249,-4.699686869,0.000371032,11,73020358,ARHGEF17,1stExon,island,1stExon-island
cg11824172,-0.266349912,-4.699081324,0.000371985,1,60280096,HOOK1,TSS1500,shore,TSS1500-shore
cg16538728,-0.115154907,-4.698761456,0.000372432,16,57334448,,IGR,opensea,IGR-opensea
cg07968927,-0.036256387,-4.697408474,0.000374719,13,115080364,ZNF828,5'UTR,island,5'UTR-island
cg06197377,-0.241920568,-4.696144183,0.00037686,1,55505061,PCSK9,TSS200,island,TSS200-island
cg18728325,-0.028494683,-4.694876418,0.00037902,19,44598784,ZNF224,5'UTR,island,5'UTR-island
cg09871695,-0.235697494,-4.694311166,0.000379919,1,227506513,CDC42BPA,TSS1500,island,TSS1500-island
cg18048975,-0.026417438,-4.693537436,0.000381198,5,141303231,KIAA0141,TSS200,island,TSS200-island
cg04218124,-0.35266187,-4.693294519,0.000381516,2,219284345,VIL1,5'UTR,opensea,5'UTR-opensea
cg07561552,-0.271196968,-4.693095063,0.000381756,3,45884065,LZTFL1,TSS1500,shore,TSS1500-shore
cg25919687,0.085652986,4.69254285,0.000382638,4,1372465,KIAA1530,Body,opensea,Body-opensea
cg11708454,-0.243392633,-4.691837642,0.000383801,19,38794664,YIF1B,3'UTR,opensea,3'UTR-opensea
cg00294956,-0.189331723,-4.690456619,0.000386206,5,13921996,DNAH5,Body,opensea,Body-opensea
cg11045524,-0.328952861,-4.69025879,0.000386446,9,133320781,ASS1,5'UTR,island,5'UTR-island
cg23561934,-0.232870917,-4.689979698,0.000386835,2,121199920,,IGR,island,IGR-island
cg02479986,-0.20581581,-4.689619089,0.000387348,1,203027445,PPFIA4,Body,opensea,Body-opensea
cg05312104,-0.334811089,-4.689566592,0.000387348,11,19402066,NAV2,Body,opensea,Body-opensea
cg03475190,-0.438824148,-4.688839774,0.000388565,7,30919932,FAM188B,Body,opensea,Body-opensea
cg12980128,-0.317717992,-4.687613341,0.000390711,18,55105322,ONECUT2,Body,island,Body-island
cg20714487,-0.269119253,-4.687253415,0.000391255,11,64918439,,IGR,opensea,IGR-opensea
cg06180915,-0.068301257,-4.686147,0.000393108,7,2394179,EIF3B,TSS1500,island,TSS1500-island
cg06823651,-0.084332049,-4.686124836,0.000393108,6,12290395,EDN1,TSS200,opensea,TSS200-opensea
cg05011838,-0.143350099,-4.685896305,0.00039341,14,99738452,BCL11B,TSS1500,shore,TSS1500-shore
cg19491035,-0.2304566,-4.6856954,0.00039366,12,12502846,MANSC1,5'UTR,shore,5'UTR-shore
cg15697575,-0.27977853,-4.685152315,0.000394551,3,156784781,,IGR,opensea,IGR-opensea
cg06121323,-0.030089202,-4.684990632,0.000394728,21,34697899,IFNAR1,Body,shore,Body-shore
cg09359933,-0.099595098,-4.6845675,0.000395396,19,4670669,C19orf10,TSS1500,shore,TSS1500-shore
cg22945605,-0.190010996,-4.684325689,0.000395725,1,17866055,ARHGEF10L,TSS1500,island,TSS1500-island
cg00291877,-0.079430375,-4.683998086,0.000396099,15,101835933,SNRPA1,TSS1500,island,TSS1500-island
cg00532890,-0.125009877,-4.68398025,0.000396099,1,164528682,PBX1,TSS200,opensea,TSS200-opensea
cg19033466,-0.19224124,-4.683925291,0.000396099,6,144608035,,IGR,island,IGR-island
cg12220178,-0.021207289,-4.68344105,0.000396885,1,156721612,HDGF,Body,island,Body-island
cg22947000,-0.259339884,-4.683194183,0.000397224,16,81272281,BCMO1,TSS200,opensea,TSS200-opensea
cg02285812,-0.183084972,-4.682363442,0.000398668,2,151342091,RND3,Body,island,Body-island
cg17411016,-0.325876704,-4.682048585,0.000399137,2,47100912,,IGR,opensea,IGR-opensea
cg13518604,-0.115251704,-4.681873709,0.00039928,9,14313526,NFIB,5'UTR,island,5'UTR-island
cg25289569,0.287572285,4.681839539,0.00039928,6,136679108,MAP7,Body,shelf,Body-shelf
cg20645074,-0.111952942,-4.681414228,0.00039996,12,49182479,ADCY6,5'UTR,island,5'UTR-island
cg20639948,-0.141950424,-4.681225621,0.000400191,8,82645116,CHMP4C,Body,shore,Body-shore
cg11542165,-0.418446902,-4.681143832,0.000400219,20,43029992,HNF4A,1stExon,opensea,1stExon-opensea
cg13907424,-0.287041913,-4.680491239,0.000401333,15,73976968,CD276,5'UTR,island,5'UTR-island
cg22967016,-0.250455864,-4.679555975,0.000402991,11,12131739,MICAL2,TSS1500,shore,TSS1500-shore
cg08651584,-0.13602188,-4.678767856,0.000404373,16,90088897,GAS8,TSS200,shore,TSS200-shore
cg20690488,-0.184918794,-4.677935752,0.000405844,1,60392328,CYP2J2,1stExon,island,1stExon-island
cg18081863,-0.378321713,-4.677185936,0.000407161,19,50015527,FCGRT,TSS200,shore,TSS200-shore
cg26320696,-0.242525257,-4.675500838,0.000410298,11,12399109,PARVA,TSS200,island,TSS200-island
cg15533023,-0.178613292,-4.673989308,0.000413118,19,11455260,TMEM205,Body,shore,Body-shore
cg07010075,-0.289042948,-4.673701777,0.000413551,2,121199631,,IGR,shore,IGR-shore
cg00414077,-0.238899932,-4.673433151,0.000413947,20,35504511,C20orf118,TSS200,opensea,TSS200-opensea
cg07287176,-0.217216712,-4.673025691,0.000414616,11,3186146,OSBPL5,5'UTR,island,5'UTR-island
cg08651590,0.256402291,4.671757542,0.000416983,2,65543410,SPRED2,Body,shelf,Body-shelf
cg11870037,-0.188607526,-4.671213933,0.000417868,6,148663609,SASH1,TSS200,island,TSS200-island
cg26393983,-0.024211148,-4.671176902,0.000417868,18,2571747,NDC80,5'UTR,shore,5'UTR-shore
cg16205854,-0.32167768,-4.669694312,0.00042068,20,57875318,EDN3,TSS200,island,TSS200-island
cg18797229,-0.063876751,-4.669300057,0.000421333,6,33267523,TAPBP,3'UTR,island,3'UTR-island
cg13963446,-0.074078323,-4.668946519,0.000421807,8,11666017,FDFT1,Body,island,Body-island
cg22501604,-0.251232075,-4.668929778,0.000421807,4,187647344,,IGR,island,IGR-island
cg15012692,-0.184567992,-4.667765245,0.000423905,10,134209903,PWWP2B,TSS1500,island,TSS1500-island
cg18318560,-0.22287929,-4.667748697,0.000423905,5,131563015,P4HA2,TSS200,shore,TSS200-shore
cg20375690,-0.032431652,-4.667301615,0.000424669,1,15478898,TMEM51,TSS1500,shore,TSS1500-shore
cg10831504,-0.073192683,-4.666983937,0.000425174,12,69005104,RAP1B,5'UTR,island,5'UTR-island
cg21988950,-0.320172487,-4.665642332,0.000427749,6,30131691,TRIM15,1stExon,opensea,1stExon-opensea
cg12658129,-0.034528053,-4.664348551,0.00043024,18,19320803,MIB1,TSS1500,island,TSS1500-island
cg27252019,-0.263242808,-4.663687733,0.000431345,17,56296115,MKS1,Body,shore,Body-shore
cg01535453,-0.078646312,-4.663673654,0.000431345,12,121163887,ACADS,Body,island,Body-island
cg16604086,-0.19302687,-4.663169987,0.000432238,12,113860443,SDSL,5'UTR,opensea,5'UTR-opensea
cg04855216,0.395418358,4.662920961,0.000432611,5,118609467,TNFAIP8,Body,opensea,Body-opensea
cg06858555,-0.447934444,-4.661867181,0.000434454,14,105144735,,IGR,shore,IGR-shore
cg25134515,-0.272623247,-4.661836357,0.000434454,4,184020452,WWC2,TSS200,island,TSS200-island
cg09673245,-0.226731045,-4.661822922,0.000434454,17,79318875,,IGR,island,IGR-island
cg08289323,0.084823649,4.661007044,0.000435971,8,62588462,ASPH,Body,opensea,Body-opensea
cg03130910,-0.304084115,-4.660952991,0.000435971,1,234908226,,IGR,opensea,IGR-opensea
cg05288172,-0.42742981,-4.659611868,0.000438607,8,103751006,,IGR,island,IGR-island
cg07680935,-0.026222141,-4.659406324,0.000438895,11,113745956,USP28,Body,island,Body-island
cg11041835,-0.173115594,-4.659293068,0.000438993,2,189156425,GULP1,TSS1500,island,TSS1500-island
cg15920739,-0.177389445,-4.657867301,0.000441823,21,33765737,URB1,TSS1500,island,TSS1500-island
cg04854343,-0.103851951,-4.657679047,0.000442077,20,2731560,EBF4,Body,shore,Body-shore
cg26820641,-0.033789783,-4.657454441,0.000442408,20,30326728,TPX2,TSS200,shore,TSS200-shore
cg03454663,-0.238876576,-4.654910916,0.000447617,3,156848265,,IGR,opensea,IGR-opensea
cg18032744,-0.085700968,-4.653957623,0.000449496,13,80914295,SPRY2,5'UTR,island,5'UTR-island
cg19246862,-0.132397603,-4.653158453,0.000451054,11,706635,EPS8L2,5'UTR,shore,5'UTR-shore
cg14997048,-0.03095154,-4.652414962,0.000452499,20,43991673,SYS1,TSS200,island,TSS200-island
cg03547086,-0.215654312,-4.652138888,0.000452947,8,99957607,OSR2,5'UTR,shore,5'UTR-shore
cg26529044,-0.308816082,-4.650044076,0.000457305,13,43354767,C13orf30,TSS1500,opensea,TSS1500-opensea
cg16862838,-0.025229453,-4.648871139,0.0004597,15,77224587,RCN2,Body,shore,Body-shore
cg01172150,-0.241955877,-4.648417302,0.000460541,16,30817443,,IGR,shore,IGR-shore
cg08733824,-0.200753078,-4.648162428,0.000460951,4,25161471,SEPSECS,Body,shore,Body-shore
cg03682712,-0.298328993,-4.648023662,0.000461077,15,74219307,LOXL1,1stExon,island,1stExon-island
cg20910807,-0.363222133,-4.647972,0.000461077,20,57875384,EDN3,TSS200,island,TSS200-island
cg11342821,-0.349107821,-4.647361869,0.000462261,1,91557617,,IGR,opensea,IGR-opensea
cg06222383,-0.253929128,-4.647226433,0.000462412,11,1242166,,IGR,opensea,IGR-opensea
cg23115083,0.124964975,4.646841272,0.000463109,5,1054427,SLC12A7,Body,shore,Body-shore
cg02001991,-0.33237713,-4.646240753,0.000464277,4,71992842,,IGR,opensea,IGR-opensea
cg18761223,-0.111226079,-4.646130677,0.000464373,2,10092455,GRHL1,Body,island,Body-island
cg22460896,0.286557429,4.645982806,0.000464552,15,96888024,,IGR,island,IGR-island
cg04153882,0.193673038,4.645281992,0.000465945,7,5270928,WIPI2,3'UTR,shelf,3'UTR-shelf
cg01747263,-0.135335414,-4.64422765,0.000467999,3,156394028,TIPARP,5'UTR,shore,5'UTR-shore
cg25827710,-0.384432562,-4.644216714,0.000467999,13,46742802,LCP1,5'UTR,opensea,5'UTR-opensea
cg26275371,-0.11623154,-4.64369537,0.000469005,1,225840376,ENAH,Body,island,Body-island
cg18449721,-0.287992032,-4.643626432,0.000469011,4,30719221,,IGR,island,IGR-island
cg06934988,-0.092002684,-4.64248793,0.000471388,17,9548766,USP43,TSS200,island,TSS200-island
cg05238375,-0.431266318,-4.641752523,0.000472877,10,112836780,ADRA2A,TSS200,island,TSS200-island
cg17978903,-0.128087524,-4.640844538,0.000474757,11,101981422,YAP1,1stExon,island,1stExon-island
cg10481400,-0.034988693,-4.640097617,0.000476282,16,67596437,CTCF,TSS200,island,TSS200-island
cg21461837,-0.037587303,-4.638880892,0.000478871,19,10947101,TMED1,TSS200,island,TSS200-island
cg04584700,-0.306397635,-4.638336162,0.000479952,20,61715878,,IGR,shore,IGR-shore
cg14743352,-0.032008883,-4.637869021,0.000480859,8,145734503,MFSD3,TSS200,island,TSS200-island
cg08770122,-0.114802413,-4.63768405,0.000481129,3,190040181,CLDN1,5'UTR,island,5'UTR-island
cg15892115,-0.198963324,-4.637411424,0.000481597,18,55102922,ONECUT2,1stExon,shore,1stExon-shore
cg21790626,0.379633635,4.636608071,0.000483272,19,58220494,ZNF154,5'UTR,island,5'UTR-island
cg26287240,0.02719693,4.636063058,0.000484363,13,76400715,LMO7,Body,opensea,Body-opensea
cg17691292,-0.105789035,-4.635993912,0.00048437,8,95654019,ESRP1,Body,island,Body-island
cg18664667,-0.261669064,-4.635303354,0.000485796,7,105517962,ATXN7L1,TSS1500,island,TSS1500-island
cg09897639,-0.079510006,-4.634872433,0.000486632,1,178063342,RASAL2,5'UTR,island,5'UTR-island
cg08042538,-0.220167039,-4.634653402,0.000486887,20,821854,FAM110A,5'UTR,island,5'UTR-island
cg02131049,-0.198174903,-4.634629258,0.000486887,4,77227621,STBD1,TSS200,island,TSS200-island
cg17498321,-0.397721758,-4.633692032,0.000488888,19,15311304,NOTCH3,Body,island,Body-island
cg05670348,-0.199357497,-4.633578343,0.000488998,22,34316316,LARGE,5'UTR,island,5'UTR-island
cg02291204,-0.284820562,-4.633474491,0.000489085,1,227506526,CDC42BPA,TSS1500,island,TSS1500-island
cg20017132,0.137576604,4.632994266,0.00049004,10,105233022,CALHM3,Body,island,Body-island
cg16336056,-0.157382177,-4.631996245,0.000492193,1,26126514,SEPN1,TSS200,opensea,TSS200-opensea
cg07570723,-0.343476541,-4.631809861,0.000492473,1,39875238,KIAA0754,5'UTR,island,5'UTR-island
cg11519930,-0.320767545,-4.631210336,0.000493711,1,44977246,RNF220,Body,opensea,Body-opensea
cg22630939,0.26795523,4.630976305,0.000494102,7,1135958,C7orf50,Body,island,Body-island
cg22755932,-0.31662808,-4.630333289,0.000495445,15,98504668,ARRDC4,Body,shore,Body-shore
cg08548284,-0.355627232,-4.630085477,0.000495869,1,14382172,,IGR,opensea,IGR-opensea
cg10888226,0.115283289,4.629690552,0.000496637,6,29985862,NCRNA00171,Body,opensea,Body-opensea
cg24652271,-0.028218723,-4.6294828,0.000496969,20,10654705,JAG1,TSS200,island,TSS200-island
cg09413529,0.270168113,4.628388337,0.000499378,12,115112225,TBX3,Body,island,Body-island
cg13511752,0.371511573,4.628171735,0.000499733,10,74094697,DNAJB12,3'UTR,opensea,3'UTR-opensea
cg19699088,-0.15163715,-4.627970318,0.000500052,1,15930386,,IGR,shore,IGR-shore
cg04552500,-0.077648734,-4.625639832,0.000505402,1,24645917,GRHL3,1stExon,shelf,1stExon-shelf
cg27321931,-0.129373639,-4.625407398,0.000505701,6,7541442,DSP,TSS1500,shore,TSS1500-shore
cg08269986,0.052578942,4.625382673,0.000505701,1,35735167,ZMYM4,Body,shore,Body-shore
cg04996523,-0.165839082,-4.62531515,0.000505706,1,60392461,CYP2J2,TSS200,island,TSS200-island
cg01509243,-0.258948167,-4.625069126,0.000506135,14,105123576,,IGR,shelf,IGR-shelf
cg17964432,-0.210456591,-4.624216884,0.000508009,4,184020264,WWC2,TSS200,island,TSS200-island
cg23174607,-0.140897302,-4.62403924,0.000508276,6,64281846,PTP4A1,TSS200,shore,TSS200-shore
cg00986119,0.113788158,4.623095851,0.000510376,5,79515526,SERINC5,Body,opensea,Body-opensea
cg17594860,-0.156442168,-4.622554315,0.000511518,1,19615358,AKR7A3,TSS200,island,TSS200-island
cg25149069,-0.035885718,-4.620778431,0.000515534,1,233464229,KIAA1804,1stExon,island,1stExon-island
cg03925157,-0.073672027,-4.620757284,0.000515534,20,17549955,DSTN,TSS1500,island,TSS1500-island
cg01968525,-0.297441588,-4.620395707,0.000516251,11,46575582,AMBRA1,5'UTR,opensea,5'UTR-opensea
cg02397497,-0.387608317,-4.620081459,0.000516854,6,10412073,TFAP2A,Body,island,Body-island
cg05385377,-0.219043025,-4.619543211,0.000518002,1,15480844,TMEM51,5'UTR,island,5'UTR-island
cg09754110,0.073811576,4.618874034,0.000519472,1,10714160,CASZ1,Body,island,Body-island
cg08957652,-0.265195925,-4.618491536,0.000520245,2,219925251,IHH,TSS200,island,TSS200-island
cg18018043,-0.069410991,-4.618391967,0.000520329,3,155462063,,IGR,island,IGR-island
cg06526872,-0.331239087,-4.618220245,0.000520588,1,44399363,ARTN,1stExon,island,1stExon-island
cg03911494,-0.089491401,-4.618128566,0.000520653,16,71660463,MARVELD3,1stExon,island,1stExon-island
cg06706163,-0.023737219,-4.617202966,0.000522758,13,25497100,CENPJ,TSS200,island,TSS200-island
cg07784042,-0.34079044,-4.616345564,0.000524703,2,67893948,,IGR,opensea,IGR-opensea
cg00030508,0.349358209,4.615494611,0.00052664,6,30139542,TRIM15,Body,shore,Body-shore
cg08974450,-0.24466433,-4.615404003,0.000526702,16,84402160,ATP2C2,5'UTR,island,5'UTR-island
cg03311064,-0.017061781,-4.614742197,0.000528065,5,139781280,ANKHD1,TSS200,island,TSS200-island
cg26426437,0.255083585,4.614722298,0.000528065,12,121686502,CAMKK2,Body,opensea,Body-opensea
cg24524750,-0.222973493,-4.614170997,0.00052927,15,98503857,ARRDC4,TSS200,island,TSS200-island
cg00008647,-0.266532447,-4.613970607,0.000529605,1,207082900,FAIM3,Body,island,Body-island
cg19192120,-0.291679533,-4.613444804,0.000530625,11,67070517,SSH3,TSS1500,shore,TSS1500-shore
cg22428102,-0.275406848,-4.613429752,0.000530625,4,184020710,WWC2,1stExon,island,1stExon-island
cg02200717,0.229650645,4.612910588,0.000531755,14,21511676,RNASE7,3'UTR,opensea,3'UTR-opensea
cg11409096,-0.304139721,-4.611995966,0.000533876,6,42928337,GNMT,TSS200,island,TSS200-island
cg12610070,-0.222516366,-4.611745834,0.000534288,10,71211762,TSPAN15,Body,island,Body-island
cg11331556,-0.126611675,-4.611700977,0.000534288,5,32312356,MTMR12,Body,island,Body-island
cg07068980,-0.293116765,-4.610522441,0.000537082,15,93924162,,IGR,opensea,IGR-opensea
cg11161846,-0.245237399,-4.610354357,0.000537341,1,160990452,F11R,Body,shore,Body-shore
cg19107692,-0.097832217,-4.610161087,0.000537664,6,147829408,SAMD5,TSS1500,island,TSS1500-island
cg02888990,-0.334344548,-4.609997533,0.000537912,8,142720028,,IGR,opensea,IGR-opensea
cg24682012,-0.248060639,-4.608967342,0.000540329,11,6411087,SMPD1,TSS1500,shore,TSS1500-shore
cg13548220,-0.344554391,-4.608910219,0.000540329,3,188665413,,IGR,island,IGR-island
cg04784316,-0.286154048,-4.608788979,0.000540471,2,212609384,ERBB4,Body,opensea,Body-opensea
cg04660111,-0.207221094,-4.607924226,0.000542499,19,49199234,FUT2,1stExon,shore,1stExon-shore
cg02366988,-0.107881758,-4.607242418,0.000544068,17,63558245,AXIN2,TSS1500,shore,TSS1500-shore
cg07817686,-0.386535774,-4.60643716,0.000545956,4,16085401,PROM1,5'UTR,island,5'UTR-island
cg17979952,-0.094905482,-4.605705294,0.000547663,6,117803953,DCBLD1,1stExon,island,1stExon-island
cg04140754,-0.177920927,-4.605247511,0.000548671,12,124196328,ATP6V0A2,TSS1500,shore,TSS1500-shore
cg15507500,0.144890624,4.603998103,0.00055172,19,17605696,SLC27A1,Body,shelf,Body-shelf
cg19262019,-0.037174853,-4.603612668,0.000552548,19,8510039,HNRNPM,Body,island,Body-island
cg00453349,-0.111823336,-4.603153566,0.000553567,2,110371869,10-Sep,TSS200,island,TSS200-island
cg00631482,-0.14305378,-4.602692458,0.000554594,1,21949221,RAP1GAP,Body,island,Body-island
cg21794428,-0.260349006,-4.602422052,0.000555127,13,21635420,LATS2,5'UTR,island,5'UTR-island
cg14717796,-0.202957946,-4.600339306,0.000560391,8,27348650,EPHX2,5'UTR,shore,5'UTR-shore
cg09209257,-0.257997279,-4.599709269,0.000561717,14,78907020,NRXN3,5'UTR,opensea,5'UTR-opensea
cg17696377,-0.286896497,-4.599703968,0.000561717,16,23724561,ERN2,1stExon,island,1stExon-island
cg14115730,-0.176890129,-4.59942095,0.00056229,4,11430022,HS3ST1,5'UTR,shore,5'UTR-shore
cg16677448,-0.305437044,-4.598901436,0.000563486,19,36004699,DMKN,TSS200,opensea,TSS200-opensea
cg06601579,0.323100566,4.598673374,0.000563916,7,142966,,IGR,opensea,IGR-opensea
cg02958321,-0.097783902,-4.598133377,0.00056517,3,182972048,MCF2L2,Body,island,Body-island
cg23009529,-0.063106015,-4.596569274,0.000569143,1,162039948,NOS1AP,5'UTR,island,5'UTR-island
cg13072241,-0.179999344,-4.596438905,0.000569317,6,142622808,GPR126,TSS1500,island,TSS1500-island
cg16513079,0.091078831,4.595919612,0.000570527,6,30024875,NCRNA00171,Body,opensea,Body-opensea
cg08074851,0.28548434,4.595531222,0.00057139,2,47797590,KCNK12,TSS200,island,TSS200-island
cg07220152,-0.222365486,-4.595047891,0.000572509,6,30737270,,IGR,opensea,IGR-opensea
cg11299264,-0.376255591,-4.594019258,0.000574997,19,18920396,,IGR,opensea,IGR-opensea
cg03458048,-0.252775954,-4.593989765,0.000574997,4,8546787,,IGR,opensea,IGR-opensea
cg25234611,-0.323330965,-4.593783992,0.000575376,1,1371347,VWA1,Body,island,Body-island
cg20401521,-0.357464968,-4.59356472,0.000575791,9,90112711,DAPK1,TSS200,island,TSS200-island
cg05235884,-0.329893869,-4.592814861,0.000577636,6,30131806,TRIM15,1stExon,opensea,1stExon-opensea
cg02062140,0.119660215,4.59180328,0.000580153,3,169781664,GPR160,5'UTR,opensea,5'UTR-opensea
cg05988605,-0.320180351,-4.591754055,0.000580153,8,28173887,PNOC,TSS1500,opensea,TSS1500-opensea
cg05170515,0.045174909,4.590580023,0.000582656,14,24899109,CBLN3,TSS1500,island,TSS1500-island
cg05204123,-0.264128978,-4.590576072,0.000582656,17,1613017,TLCD2,Body,shore,Body-shore
cg08405844,-0.127166774,-4.590574753,0.000582656,16,30798709,ZNF629,TSS200,island,TSS200-island
cg27558693,-0.367811978,-4.590573017,0.000582656,1,85710632,,IGR,opensea,IGR-opensea
cg05075268,-0.192091892,-4.590284275,0.000583266,22,19718750,,IGR,island,IGR-island
cg02332117,-0.236179613,-4.590125161,0.000583386,1,153539404,S100A2,TSS1500,opensea,TSS1500-opensea
cg10330371,-0.314667549,-4.590110946,0.000583386,7,122527499,CADPS2,TSS1500,shore,TSS1500-shore
cg02636348,-0.38892608,-4.589856108,0.000583904,10,78923827,KCNMA1,Body,opensea,Body-opensea
cg10829727,-0.174300737,-4.589624697,0.000584359,17,73084309,SLC16A5,5'UTR,island,5'UTR-island
cg26075074,-0.207568483,-4.589449132,0.000584662,10,33623509,NRP1,1stExon,island,1stExon-island
cg03541746,0.042803349,4.589155334,0.000585256,1,9795934,CLSTN1,Body,opensea,Body-opensea
cg25177452,-0.239399628,-4.589102293,0.000585256,5,72416677,TMEM171,5'UTR,island,5'UTR-island
cg10454258,-0.34912028,-4.588886439,0.00058567,16,27443933,IL21R,Body,opensea,Body-opensea
cg08365388,-0.099265241,-4.588630908,0.000586192,6,148663353,SASH1,TSS1500,shore,TSS1500-shore
